"706812195573624832","Clash at Tunisian Military Barracks Near Libyan Border Kills at Least 27 - New York Times https://t.co/Xw3DY2yYnc","Clash at Tunisian Military Barracks Near Libyan Border Kills at Least 27 New York Times","[]"
"706812194957037568","Mumtaz Qadri Execution: 'Revenge Attack' Kills 10 In Peshawar Suicide Bombing: In what was termed as a 'reveng... https://t.co/c61qsoY9Sv","Mumtaz Qadri Execution Revenge Attack Kills 10 In Peshawar Suicide Bombing In what was termed as a reveng","[]"
"706812192369147905","#Libya #Libyen 19 dead in Tunisia as militants attack barracks near Libya border - The Sun Daily https://t.co/pgkSBoKR5Z  #Libia #Libye","Libya Libyen 19 dead in Tunisia as militants attack barracks near Libya border The Sun Daily Libia Libye","[u'#Libya', u'#Libyen', u'#Libia', u'#Libye']"
"706812191115075584","RT @MyWorldJaDine: SITE ATTACK MUNA JADINES. LINK ON MY PINNED TWEET! 

POWERVOTE FOR JAMES
#VoteJamesFPP #KCA","RT SITE ATTACK MUNA JADINES LINK ON MY PINNED TWEET POWERVOTE FOR JAMES VoteJamesFPP KCA","[u'#VoteJamesFPP', u'#KCA']"
"706812190767116288","RT @danyork: During #DDoS attack against Turkey's .TR, they received 185,000+ DNS queries per second! - #ICANN55 #TechDay","RT During DDoS attack against Turkey s TR they received 185 000 DNS queries per second ICANN55 TechDay","[u'#DDoS', u'#ICANN55', u'#TechDay']"
"706812188061601792","World News - Mumtaz Qadri Execution: 'Revenge Attack' Kills 10 In Peshawar Suicide Bombing: I... https://t.co/yupo9ZNDn9 - Abigail Pollak","World News Mumtaz Qadri Execution Revenge Attack Kills 10 In Peshawar Suicide Bombing I Abigail Pollak","[]"
"706812187155648512","#Libya #Libyen Clash at Tunisian Military Barracks Near Libyan Border Kills at Least 27 - New York… https://t.co/eRkFBEzpZG  #Libia #Libye","Libya Libyen Clash at Tunisian Military Barracks Near Libyan Border Kills at Least 27 New York Libia Libye","[u'#Libya', u'#Libyen', u'#Libia', u'#Libye']"
"706812184085417984","Suicide attack hits Pakistan https://t.co/pS1DFm4kVM https://t.co/bLy1rG9S2f","Suicide attack hits Pakistan","[]"
"706812180923031552","RT @ANDRESF2D: South #Korea, #US begin exercises as North Korea threatens attack - #DPRK #ROK https://t.co/Nd3AfJIRwF","RT South Korea US begin exercises as North Korea threatens attack DPRK ROK","[u'#Korea', u'#US', u'#DPRK', u'#ROK']"
"706812179719299074","Don't you get that  @VanJones68 ? don't engage in parallel narratives @NewDay attack Team HRC when they misinform like that #newdaycnn","Don t you get that don t engage in parallel narratives attack Team HRC when they misinform like that newdaycnn","[u'#newdaycnn']"
"706812178481938432","No Forex education: Buhari under attack https://t.co/ZEyBgGzxVP #forexnews","No Forex education Buhari under attack forexnews","[u'#forexnews']"
"706812176628125696","Recensione :: Heart Attack – Heart Revolution... https://t.co/EYmNc5NhKe","Recensione Heart Attack Heart Revolution","[]"
"706812168855900160","RT @smohanty0: Congress &amp; its allies AAP, Left, etc. leave no stones unturned to attack Smriti Irani just because she contested in Amethi. …","RT Congress amp its allies AAP Left etc leave no stones unturned to attack Smriti Irani just because she contested in Amethi","[]"
"706812168788791296","Mumtaz Qadri Execution: 'Revenge Attack' Kills 10 In Peshawar Suicide Bombing https://t.co/sa8qTMvARD via @ndtv","Mumtaz Qadri Execution Revenge Attack Kills 10 In Peshawar Suicide Bombing via","[]"
"706812297851719680","RT @NRA: Going after gun manufacturers is akin to suing Sears if one of their hammers is used in a murder https://t.co/q276wgCyyC #DemDebate","RT Going after gun manufacturers is akin to suing Sears if one of their hammers is used in a murder DemDebate","[u'#DemDebate']"
"706812291530903552","RT @iAnkurSingh: No ""Proper Video evidence"" against Kanhaiya means he is Innocent

No evidence whatsoever agnst Smriti but hey let's accuse…","RT No Proper Video evidence against Kanhaiya means he is Innocent No evidence whatsoever agnst Smriti but hey let s accuse","[]"
"706812290348220416","RT @chronicleherald: Dennis Oland tries again to win bail pending appeal of his murder conviction https://t.co/00zMKtzcqE https://t.co/968x…","RT Dennis Oland tries again to win bail pending appeal of his murder conviction","[]"
"706812287621791744","RT @CGBPosts: How to Get Away With Murder summarized in one scene https://t.co/H6xHjs85Yw","RT How to Get Away With Murder summarized in one scene","[]"
"706812286413852673","Um is snart gonna murder mick wtf","Um is snart gonna murder mick wtf","[]"
"706812285969416192","@RepMickMulvaney  
Speaker Ryan Welcomes 300,000 More Taxpayer-Funded Muslim Refugees To America. You people are guilty of Murder","Speaker Ryan Welcomes 300 000 More Taxpayer Funded Muslim Refugees To America You people are guilty of Murder","[]"
"706812276402200576","RT @OurDailyQueer: Arrest Made in Philadelphia Murder of Trans Woman Maya Young https://t.co/n2KqPS1rnj #LGBT https://t.co/zPb58X2p82","RT Arrest Made in Philadelphia Murder of Trans Woman Maya Young LGBT","[u'#LGBT']"
"706812272618954752","@QuixoticEvil @EKTOutie Forst doy onthe Beat. Youm gota arres the Quen, she did toomany Murder. But the Precedent say give in yor Bage! Bad","Forst doy onthe Beat Youm gota arres the Quen she did toomany Murder But the Precedent say give in yor Bage Bad","[]"
"706812263974486016","RT @Sand0khxn: If she did this to me guess who's topping the murder list when I touch road.  https://t.co/Ba5GQ50wdr","RT If she did this to me guess who s topping the murder list when I touch road","[]"
"706812250569449475","@mirza9 WE WERE ALL DOUBLE-AGENT MURDER-FACILITATORS AND WE FEEL SO BAD","WE WERE ALL DOUBLE AGENT MURDER FACILITATORS AND WE FEEL SO BAD","[]"
